SPECIES,LISTSPE
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
POLAMBR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBIBI,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
KERSAXA,BX_AT
MOEMUSC,BX_AT
POLCHAM,BX_AT
POLCHAM,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
FESAMAM,BX_AT
FESAMAM,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLCHAM,BX_AT
PULKERN,BX_AT
RUBHIRT,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
GENASCL,BX_AT
MELMECA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARFERR,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
FESAMAM,BX_AT
FESAMAM,BX_AT
FESAMAM,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALTRUN,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
PETPARA,BX_AT
PETPARA,BX_AT
PETPARA,BX_AT
PHYORBI,BX_AT
PHYORBI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
SALAPPE,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARFERR,BX_AT
CARHUMI,BX_AT
CARUMBR,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
AMEOVAL,BX_AT
AMEOVAL,BX_AT
AMEOVAL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ATHAMCRE,BX_AT
ATHAMCRE,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BISCULAE,BX_AT
BISCULAE,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARFERR,BX_AT
CARFIRM,BX_AT
CARFIRM,BX_AT
CARFIRM,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CHLORSTA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
EUPH AMY,BX_AT
FESAMAM,BX_AT
FESAMAM,BX_AT
FESAMAM,BX_AT
GALTRUN,BX_AT
GALTRUN,BX_AT
GALTRUN,BX_AT
GENCLUS,BX_AT
GENCLUS,BX_AT
GENCLUS,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
HIEBIFI,BX_AT
HIEPORR,BX_AT
HIEPORR,BX_AT
KERSAXA,BX_AT
KNADIPS,BX_AT
LEOINCA,BX_AT
LEOINCA,BX_AT
PETPARA,BX_AT
PETPARA,BX_AT
PETPARA,BX_AT
PHYORBI,BX_AT
PHYORBI,BX_AT
POLCHAM,BX_AT
POLCHAM,BX_AT
PRIAUBO,BX_AT
PRIAUBO,BX_AT
PRIAUBO,BX_AT
PRICLUS,BX_AT
PRICLUS,BX_AT
PRICLUS,BX_AT
RHOCHAM,BX_AT
RHOCHAM,BX_AT
RHOCHAM,BX_AT
SALAPPE,BX_AT
SALGLAB,BX_AT
SALGLAB,BX_AT
SALGLAB,BX_AT
SCALUCI,BX_AT
SCALUCI,BX_AT
TRIALPE,BX_AT
TRIALPE,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
AMEOVAL,BX_AT
AMEOVAL,BX_AT
SALGLAB,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARFERR,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARUMBR,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLY AM,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLCHAM,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
SENSUBA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
AMEOVAL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLCHAM,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALSAXA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
AQUATRA,BX_AT
BETOALO,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
PETPARA,BX_AT
RUBHIRT,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALTRUN,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
PULKERN,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
FESAMAM,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
VALMONT,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
POLCHAM,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HERAUAU,BX_AT
HYPMAMA,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
LUZLUZI,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLAMBR,BX_AT
POLCHAM,BX_AT
PULKERN,BX_AT
RHOHIRS,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALTRTR,BX_AT
RHOHIRS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CARBRAC,BX_AT
CARFERR,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALMONT,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
GALLUCI,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALWALL,BX_AT
VALWALL,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
ROSARVE,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
KNADIPS,BX_AT
VALEECAR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERER,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
MOEMUSC,BX_AT
RUBHIRT,BX_AT
SENGEGL,BX_AT
SENSUBA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARFERR,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
HYPMAMA,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ERIHERB,BX_AT
ERIHERB,BX_AT
LONALPI,BX_AT
POLCHAM,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALSAXA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
POLCHAM,BX_AT
POLCHAM,BX_AT
POLCHAM,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
KNADIPS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
ADENOGLA,BX_AT
AQUATRA,BX_AT
ASTBELL,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
ADENOGLA,BX_AT
BUPHSALI,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
SORAUST,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
HYPMAMA,BX_AT
LUZLUZI,BX_AT
MOEMUSC,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
